Text,Location,Latitude,Longitude,Label,Language,Language_ID
சுனாமி நிவாரண தன்னார்வலர்கள் அயராது உழைக்கின்றனர்.,Patna,25.5941,85.1376,2,tn,3.0
കടൽത്തീരത്തിനടുത്ത് സൈക്കിൾ ഓടിക്കുന്ന കുട്ടികൾ.,Puri,19.8135,85.8312,0,ml,2.0
வெள்ளம் காரணமாக முக்கிய நெடுஞ்சாலைகள் நீரில் மூழ்கி மூடப்பட்டுள்ளன.,Chandigarh,30.7333,76.7794,1,tn,3.0
ലൈബ്രറിയിൽ കഥ പറച്ചിൽ സെഷനുകൾ ആസ്വദിക്കുന്ന കുട്ടികൾ.,Mumbai,18.975,72.8258,0,ml,2.0
சுனாமியிலிருந்து கடலோர சுற்றுச்சூழல் அமைப்புகள் மீண்டு வருகின்றன.,Mangalore,12.9141,74.856,2,tn,3.0
"Road bridges were swept away, isolating villages after the tsunami.",Indore,22.7196,75.8577,2,en,0.0
बाढ़ के बाद मेरा शहर एक झील जैसा दिखता है।,Patiala,30.3398,76.3869,1,hi,1.0
மருத்துவக் குழுக்கள் சுனாமி தாக்கிய பகுதிகளுக்கு விரைந்து செல்கின்றன.,Kolkata,22.5726,88.3639,2,tn,3.0
चाँदनी रात के नीचे नाव की सवारी करते जोड़े।,Surat,21.1702,72.8311,0,hi,1.0
"तत्काल: तटीय क्षेत्र में सुनामी की सूचना, तुरंत खाली करें!",Kakinada,16.989,82.24,2,hi,1.0
बाढ़ के नुकसान के वीडियो वायरल हो रहे हैं।,Mumbai,18.975,72.8258,1,hi,1.0
രക്ഷാബോട്ടുകൾ വെള്ളം കയറിയ തെരുവുകളിലൂടെ നീങ്ങുന്നു.,Parbhani,19.2608,76.7806,1,ml,2.0
கடல் காட்சியுடன் தம்பதிகள் தேநீரை ரசிக்கிறார்கள்.,Nagapattinam,10.763,79.8449,0,tn,3.0
താഴ്ന്ന പ്രദേശങ്ങളിൽ വലിയ വെള്ളപ്പൊക്കം അധികൃതർ സ്ഥിരീകരിക്കുന്നു.,Kanpur,26.4499,80.3319,1,ml,2.0
வேடிக்கையான கண்காட்சியில் குழந்தைகள் மகிழ்ச்சியுடன் பொம்மைகளை வாங்குகிறார்கள்.,Kanpur,26.4499,80.3319,0,tn,3.0
बाढ़ से स्थानीय दुकानें बुरी तरह क्षतिग्रस्त।,Bhubaneswar,20.2961,85.8245,1,hi,1.0
स्थानीय मैदान में खुशी से फुटबॉल खेलते दोस्त।,Indore,22.7196,75.8577,0,hi,1.0
"സുനാമി പാലങ്ങൾ തകർത്തു, സഹായം തടസ്സപ്പെടുത്തി.",Kakinada,16.989,82.24,2,ml,2.0
Overpowering with drugs has been common these days,Chennai,13.0827,80.2707,0,en,0.0
நகரின் புதிய நீரூற்றில் மக்கள் செல்ஃபி எடுக்கிறார்கள்.,Raipur,21.2514,81.6296,0,tn,3.0
വെള്ളപ്പൊക്കത്തിന്റെ ചിത്രങ്ങൾ സോഷ്യൽ മീഡിയയിൽ ട്രെൻഡുചെയ്യുന്നു.,Indore,22.7196,75.8577,1,ml,2.0
പാർക്കിൽ ഒരുമിച്ച് ഗിറ്റാർ വായിക്കുകയും പാടുകയും ചെയ്യുന്ന സുഹൃത്തുക്കൾ.,Indore,22.7196,75.8577,0,ml,2.0
Evacuation orders issued after severe flooding.,Nagpur,21.1458,79.0882,1,en,0.0
Youngsters playing beach volleyball at sunset.,Mandarmani,21.65,87.7167,0,en,0.0
Youngsters laughing while playing board games in the park.,Kanpur,26.4499,80.3319,0,en,0.0
नदी टूटने के बाद बड़ी बाढ़ की चेतावनी जारी।,Kolkata,22.5726,88.3639,1,hi,1.0
Tsunami waves are crashing into the port right now.,Kochi,9.9312,76.2673,2,en,0.0
अंतर्राष्ट्रीय सुनामी अनुसंधान सहयोग जारी।,Bheemunipatnam,17.8868,83.452,2,hi,1.0
സുനാമി ബാധിച്ച പ്രദേശങ്ങളിൽ രക്ഷാപ്രവർത്തനങ്ങൾ തുടരുന്നു.,Kakinada,16.989,82.24,2,ml,2.0
बाढ़ से कृषि का नुकसान बढ़ रहा है।,Gulbarga,17.3297,76.8343,1,hi,1.0
Children giggling as waves chase their feet.,Varkala,8.7379,76.716,0,en,0.0
Breaking news: Tsunami has struck the coastline.,Mangalore,12.9141,74.856,2,en,0.0
हमारी गली में सुनामी का पानी भरने में बस कुछ ही मिनट लगे।,Chennai,13.0827,80.2707,2,hi,1.0
സൂര്യാസ്തമയ സമയത്ത് ബീച്ച് വോളിബോൾ കളിക്കുന്ന ചെറുപ്പക്കാർ.,Mandarmani,21.65,87.7167,0,ml,2.0
ഭക്ഷ്യക്ഷാമവും വെള്ളക്കെട്ടും വർദ്ധിക്കുന്നത് ഒഴിവാക്കാൻ വെള്ളപ്പൊക്കം ബാധിച്ചു.,Nagpur,21.1458,79.0882,1,ml,2.0
குழந்தைகள் உற்சாகத்துடன் அலைகளைப் பிடிக்க ஓடுகிறார்கள்.,Kanyakumari,8.0883,77.5385,0,tn,3.0
പാർക്കിൽ ഒരുമിച്ച് ഗിറ്റാർ വായിക്കുകയും പാടുകയും ചെയ്യുന്ന സുഹൃത്തുക്കൾ.,Kanpur,26.4499,80.3319,0,ml,2.0
स्थानीय स्टालों पर आम के मौसम का आनंद लेते भीड़।,Nagpur,21.1458,79.0882,0,hi,1.0
आपातकालीन सुनामी आश्रय तेज़ी से भर रहे हैं।,Thiruvananthapuram,8.5241,76.9366,2,hi,1.0
உள்ளூர் விற்பனையாளர்கள் சுற்றுலாப் பயணிகளுக்கு சிப்பி ஆபரணங்களை விற்கிறார்கள்.,Alibaug,18.6411,72.8722,0,tn,3.0
Floodwaters blocking ambulances from reaching hospitals.,Varanasi,25.3176,82.9739,1,en,0.0
बाज़ार में ताज़े फल खरीदते हुए मुस्कुराते ग्राहक।,Nagpur,21.1458,79.0882,0,hi,1.0
Couples relaxing under palm trees facing the ocean.,Yanam,16.7333,82.2167,0,en,0.0
തിരക്കേറിയ മാർക്കറ്റുകളിൽ സന്തോഷത്തോടെ ഷോപ്പിംഗ് നടത്തുന്ന കുടുംബങ്ങൾ.,Ahmedabad,23.0225,72.5714,0,ml,2.0
ஆறுகள் கரை புரண்டு ஓடுவதால் பரவலாக வெள்ளப்பெருக்கு ஏற்பட்டுள்ளது.,Rajkot,22.3039,70.8022,1,tn,3.0
Children waving at passing boats with excitement.,Haldia,22.0257,88.0583,0,en,0.0
Schools and colleges shut down indefinitely due to floods.,Ujjain,23.1765,75.7885,1,en,0.0
வெள்ளத்தால் பாதிக்கப்பட்டவர்கள் பாதுகாப்பான இடங்களுக்கு மாற்றப்படுகின்றனர்.,Ratnagiri,16.9902,73.312,1,tn,3.0
നഗരമധ്യത്തിൽ ഒരു തെരുവ് കലാമേള ആസ്വദിക്കുന്ന ചെറുപ്പക്കാർ.,Nagpur,21.1458,79.0882,0,ml,2.0
"Rain has caused severe flooding, leaving thousands without power.",Nagpur,21.1458,79.0882,1,en,0.0
उपग्रह छवियाँ सुनामी के प्रभाव को दिखाती हैं।,Daman,20.3974,72.8311,2,hi,1.0
Tsunami sweeping through farmlands nearby.,Kollam,8.891,76.614,2,en,0.0
സുനാമി തീരത്തേക്ക് അടുക്കുമ്പോൾ ഗ്രാമവാസികളെ ഒഴിപ്പിച്ചു.,Puri,19.8135,85.8312,2,ml,2.0
மீனவர்கள் தங்கள் புதிய பிடிப்புகளுடன் திரும்பும்போது படகுகள் வரிசையாக நிற்கின்றன.,Kolkata,22.5726,88.3639,0,tn,3.0
Rescue teams moving in after tsunami strike.,Visakhapatnam,17.7041,83.2977,2,en,0.0
Flood warnings extended for coastal districts.,Bijapur,16.8302,75.71,1,en,0.0
Students taking part in a science quiz at the auditorium.,Lucknow,26.8467,80.9462,0,en,0.0
The condition of the state have been very unfavourable so far.,Bhubaneswar,20.2961,85.8245,1,en,0.0
மிகப்பெரிய சுனாமி அலை கரைக்கு வருவதாகக் காணப்பட்டது.,Goa,15.4909,73.8278,2,tn,3.0
സുനാമി പുനഃസ്ഥാപന ശ്രമങ്ങൾ പുരോഗതി കാണിക്കുന്നു.,Digha,21.6278,87.5078,2,ml,2.0
Fishermen proudly displaying their morning catch.,Tuticorin,8.7642,78.1348,0,en,0.0
നദീതീരത്തെ നടപ്പാതയിൽ തെരുവ് ഭക്ഷണം ആസ്വദിക്കുന്ന ആളുകൾ.,Surat,21.1702,72.8311,0,ml,2.0
സുനാമിയിൽ തീരദേശ സമൂഹങ്ങൾ തകർന്നു.,Kannur,11.8745,75.3704,2,ml,2.0
திறந்த மணலில் குழந்தைகள் காற்றாடிகளை துரத்தி ஓடுகிறார்கள்.,Karaikal,10.9236,79.8381,0,tn,3.0
സുനാമി കടൽത്തീരത്തെ ടൂറിസ്റ്റ് റിസോർട്ടുകൾ തുടച്ചുനീക്കി.,Cuttack,20.4625,85.8828,2,ml,2.0
Children singing while collecting seashells.,Murud,18.3269,72.9639,0,en,0.0
தன்னார்வக் குழுக்கள் சுனாமி உயிர் பிழைத்தவர்களுக்கு உதவுகின்றன.,Bekal,12.39,75.034,2,tn,3.0
சுனாமி இருப்பதன் காரணமாக வெளியேற்ற உத்தரவுகள் பிறப்பிக்கப்பட்டன.,Kavaratti,10.5625,72.6378,2,tn,3.0
நதி உடைப்புக்குப் பிறகு பெரிய வெள்ள எச்சரிக்கை விடுக்கப்பட்டது.,Kolkata,22.5726,88.3639,1,tn,3.0
വെള്ളപ്പൊക്കം കുറഞ്ഞതിനെത്തുടർന്ന് വലിയ ശുചീകരണ പ്രവർത്തനങ്ങൾ നടക്കുന്നു.,Thanjavur,10.787,79.1378,1,ml,2.0
नए कैफे खोजते हुए हँसते दोस्त।,Bangalore,12.9716,77.5946,0,hi,1.0
Local authorities warn of rising floodwaters near the riverbank.,Indore,22.7196,75.8577,1,en,0.0
സുനാമിക്ക് ശേഷം വൈദ്യുതി തടസ്സം പ്രദേശങ്ങളെ ഇരുട്ടിലാക്കി.,Surat,21.1702,72.8311,2,ml,2.0
Coastal protection measures strengthened post-tsunami.,Karwar,14.8136,74.1297,2,en,0.0
तस्वीरें कई ज़िलों में सुनामी के नुकसान की पुष्टि करती हैं।,Kollam,8.891,76.614,2,hi,1.0
Tsunami early warning saved many lives.,Paradip,20.3167,86.6167,2,en,0.0
Families attending colorful Diwali light shows.,Ahmedabad,23.0225,72.5714,0,en,0.0
Couples enjoying a peaceful dinner at the riverside café.,Patiala,30.3398,76.3869,0,en,0.0
